Monat,Sparte,Tariflohnindex
2019-05-01,Bauindustrie und Baugewerbe,141.0152
2019-06-01,Bauindustrie und Baugewerbe,141.0152
2019-07-01,Bauindustrie und Baugewerbe,141.0152
2019-08-01,Bauindustrie und Baugewerbe,141.0152
2019-09-01,Bauindustrie und Baugewerbe,141.0152
2019-10-01,Bauindustrie und Baugewerbe,141.0152
2019-11-01,Bauindustrie und Baugewerbe,141.0152
2019-12-01,Bauindustrie und Baugewerbe,141.0152
2020-01-01,Bauindustrie und Baugewerbe,141.0152
2020-02-01,Bauindustrie und Baugewerbe,141.0152
2020-03-01,Bauindustrie und Baugewerbe,141.0152
2020-04-01,Bauindustrie und Baugewerbe,141.0152
2020-05-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-06-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-07-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-08-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-09-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-10-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-11-01,Bauindustrie und Baugewerbe,145.20506666666668
2020-12-01,Bauindustrie und Baugewerbe,145.20506666666668
2021-01-01,Bauindustrie und Baugewerbe,145.20506666666668
2021-02-01,Bauindustrie und Baugewerbe,145.20506666666668
2021-03-01,Bauindustrie und Baugewerbe,145.20506666666668
2021-04-01,Bauindustrie und Baugewerbe,145.20506666666668
2021-05-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-06-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-07-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-08-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-09-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-10-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-11-01,Bauindustrie und Baugewerbe,148.21653333333333
2021-12-01,Bauindustrie und Baugewerbe,148.21653333333333
2022-01-01,Bauindustrie und Baugewerbe,148.21653333333333
2022-02-01,Bauindustrie und Baugewerbe,148.21653333333333
2022-03-01,Bauindustrie und Baugewerbe,148.21653333333333
2022-04-01,Bauindustrie und Baugewerbe,148.21653333333333
2022-05-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-06-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-07-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-08-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-09-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-10-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-11-01,Bauindustrie und Baugewerbe,154.50133333333332
2022-12-01,Bauindustrie und Baugewerbe,154.50133333333332
2023-01-01,Bauindustrie und Baugewerbe,154.50133333333332
2023-02-01,Bauindustrie und Baugewerbe,154.50133333333332
2023-03-01,Bauindustrie und Baugewerbe,154.50133333333332
2023-04-01,Bauindustrie und Baugewerbe,154.50133333333332
2023-05-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-06-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-07-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-08-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-09-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-10-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-11-01,Bauindustrie und Baugewerbe,169.16586666666666
2023-12-01,Bauindustrie und Baugewerbe,169.16586666666666
2024-01-01,Bauindustrie und Baugewerbe,169.16586666666666
2024-02-01,Bauindustrie und Baugewerbe,169.16586666666666
2024-03-01,Bauindustrie und Baugewerbe,169.16586666666666
2024-04-01,Bauindustrie und Baugewerbe,169.16586666666666
2024-05-01,Bauindustrie und Baugewerbe,181.21173333333337
2024-06-01,Bauindustrie und Baugewerbe,181.21173333333337
2024-07-01,Bauindustrie und Baugewerbe,181.21173333333337
2024-08-01,Bauindustrie und Baugewerbe,181.21173333333337
2010-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,109
2010-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,109
2010-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,109
2010-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,109
2010-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,109
2010-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,109
2010-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2010-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2010-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2010-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2010-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2010-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,110.4
2011-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2011-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2011-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2011-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2011-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2011-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,113.5
2012-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2012-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2012-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2012-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2012-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2012-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,117.7
2013-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2013-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2013-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2013-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2013-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2013-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,120.8
2014-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2014-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2014-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2014-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2014-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2014-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,123.4
2015-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2015-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2015-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2015-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2015-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2015-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,125.5
2016-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.2
2016-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.2
2016-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.2
2016-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.2
2016-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.2
2016-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.2
2017-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,127.23445
2017-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2017-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2017-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2017-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,129.76145
2018-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2018-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2018-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2018-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2018-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2018-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,132.54115
2019-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2019-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2019-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2019-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2019-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2019-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,135.44719999999998
2020-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2020-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2020-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2020-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2020-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2020-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,137.7215
2021-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2021-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2021-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2021-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2021-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2021-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,139.99579999999997
2022-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2022-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2022-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2022-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2022-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2022-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,147.5768
2023-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2023-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2023-09-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2023-10-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2023-11-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2023-12-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-01-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-02-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-03-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-04-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-05-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-06-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,163.11784999999998
2024-07-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,171.96234999999996
2024-08-01,Bekleidungsindustrie - Österreich ohne Vorarlberg,171.96234999999996
2010-01-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-02-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-03-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-04-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-05-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-06-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-07-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-08-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-09-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-10-01,Bergwerke und Stahl - Eisenhüttenwerke,111.5
2010-11-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2010-12-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-01-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-02-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-03-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-04-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-05-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-06-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-07-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-08-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-09-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-10-01,Bergwerke und Stahl - Eisenhüttenwerke,114.3
2011-11-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2011-12-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-01-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-02-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-03-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-04-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-05-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-06-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-07-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-08-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-09-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-10-01,Bergwerke und Stahl - Eisenhüttenwerke,119
2012-11-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2012-12-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-01-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-02-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-03-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-04-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-05-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-06-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-07-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-08-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-09-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-10-01,Bergwerke und Stahl - Eisenhüttenwerke,123
2013-11-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2013-12-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-01-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-02-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-03-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-04-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-05-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-06-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-07-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-08-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-09-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-10-01,Bergwerke und Stahl - Eisenhüttenwerke,126.1
2014-11-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2014-12-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-01-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-02-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-03-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-04-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-05-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-06-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-07-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-08-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-09-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-10-01,Bergwerke und Stahl - Eisenhüttenwerke,128.7
2015-11-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2015-12-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-01-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-02-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-03-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-04-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-05-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-06-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-07-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-08-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-09-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-10-01,Bergwerke und Stahl - Eisenhüttenwerke,130.6
2016-11-01,Bergwerke und Stahl - Eisenhüttenwerke,132.7
2016-12-01,Bergwerke und Stahl - Eisenhüttenwerke,132.7
2017-01-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-02-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-03-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-04-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-05-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-06-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-07-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-08-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-09-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-10-01,Bergwerke und Stahl - Eisenhüttenwerke,132.586875
2017-11-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2017-12-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-01-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-02-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-03-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-04-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-05-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-06-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-07-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-08-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-09-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-10-01,Bergwerke und Stahl - Eisenhüttenwerke,136.7118
2018-11-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2018-12-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-01-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-02-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-03-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-04-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-05-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-06-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-07-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-08-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-09-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-10-01,Bergwerke und Stahl - Eisenhüttenwerke,141.1641
2019-11-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2019-12-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-01-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-02-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-03-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-04-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-05-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-06-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-07-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-08-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-09-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-10-01,Bergwerke und Stahl - Eisenhüttenwerke,145.02712499999998
2020-11-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2020-12-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-01-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-02-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-03-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-04-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-05-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-06-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-07-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-08-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-09-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-10-01,Bergwerke und Stahl - Eisenhüttenwerke,147.122325
2021-11-01,Bergwerke und Stahl - Eisenhüttenwerke,151.57462499999997
2021-12-01,Bergwerke und Stahl - Eisenhüttenwerke,151.57462499999997
2022-01-01,Bergwerke und Stahl - Eisenhüttenwerke,151.57462499999997
